Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S2282,Ali,Davis,student1282@university.com,Female,24,Engineering,75.28,79.96,70.55,54.43,87.86,3.79,92.05,52.25,D,21.2,No,Yes,High School,Medium,8,8.0
S2386,Ali,Davis,student1386@university.com,Male,20,CS,52.27,70.22,82.91,66.49,75.92,5.62,62.74,77.27,C,29.7,No,Yes,PhD,Medium,2,8.4
S3956,Ali,Davis,student2956@university.com,Male,21,CS,,60.85,43.59,52.71,71.63,6.21,62.83,63.31,C,7.3,No,Yes,,High,8,7.6
S5935,Ahmed,Johnson,student4935@university.com,Female,19,CS,51.68,71.36,73.61,,53.69,9.73,75.13,85.07,C,23.2,No,Yes,,Medium,6,7.9
S5581,Liam,Smith,student4581@university.com,Female,24,CS,58.91,65.02,60.52,53.36,94.84,6.5,81.61,78.35,F,25.5,No,Yes,Master's,Low,6,7.9
S1950,John,Johnson,student950@university.com,Female,20,Engineering,50.2,86.75,85.27,82.92,93.18,2.25,82.05,63.89,D,10.0,No,Yes,,Low,10,8.1
S3078,Omar,Jones,student2078@university.com,Male,19,Engineering,58.54,59.27,59.95,64.28,58.74,8.58,61.87,90.56,C,11.2,Yes,Yes,Bachelor's,Low,1,7.0
S1222,Emma,Jones,student222@university.com,Male,19,Business,91.33,94.28,78.29,74.97,78.66,7.87,62.32,74.05,A,24.8,Yes,Yes,,Low,8,6.2
S4743,Omar,Jones,student3743@university.com,Male,21,CS,63.66,55.56,91.09,87.32,66.74,3.2,59.85,98.56,F,24.9,Yes,Yes,Bachelor's,Medium,4,7.0
S1585,Omar,Jones,student585@university.com,Female,21,CS,53.53,53.2,77.24,,64.33,3.32,60.18,64.36,F,26.0,No,Yes,PhD,Low,7,8.6
S5717,Emma,Johnson,student4717@university.com,Male,21,CS,87.63,66.11,56.68,55.93,66.27,8.13,75.63,54.1,A,7.7,No,Yes,Bachelor's,Medium,5,6.2
S5943,John,Williams,student4943@university.com,Male,24,Mathematics,,57.46,62.51,51.94,62.81,8.09,55.17,53.59,A,8.0,No,Yes,,High,2,6.7
S2548,Ahmed,Davis,student1548@university.com,Female,20,CS,64.28,95.06,66.09,55.3,70.38,4.13,67.51,96.04,C,23.6,Yes,Yes,PhD,Medium,7,6.8
S1223,Maria,Jones,student223@university.com,Female,22,Engineering,92.88,45.43,51.62,94.52,74.45,8.36,83.54,63.91,B,9.5,No,No,,Medium,3,6.4
S2572,Emma,Davis,student1572@university.com,Male,24,Business,72.41,67.11,91.03,,57.66,9.71,55.07,61.81,D,19.6,Yes,Yes,High School,Low,4,6.3
S2492,Omar,Brown,student1492@university.com,Female,22,CS,67.14,54.71,91.16,53.99,74.05,4.71,97.58,80.4,F,9.8,No,No,High School,Low,9,4.7
S4487,Omar,Johnson,student3487@university.com,Male,19,CS,56.07,47.28,48.33,87.06,66.39,2.56,70.24,52.89,F,18.4,No,Yes,Bachelor's,High,7,8.0
S4132,Sara,Smith,student3132@university.com,Female,23,Mathematics,86.85,83.04,53.94,87.28,71.7,9.88,55.09,54.68,A,24.5,No,Yes,PhD,Medium,4,5.0
S3352,John,Williams,student2352@university.com,Female,21,CS,84.61,55.23,56.39,,57.18,7.08,64.31,90.86,F,23.9,No,Yes,,Medium,10,8.7
S5748,John,Smith,student4748@university.com,Female,24,Mathematics,62.57,56.96,66.94,,76.84,0.46,91.49,71.41,D,26.4,Yes,Yes,,Low,6,7.4
S2579,John,Smith,student1579@university.com,Male,20,CS,61.32,81.11,54.2,68.56,67.35,0.36,89.81,88.02,F,7.0,No,No,PhD,High,5,5.3
S2173,Omar,Jones,student1173@university.com,Male,19,CS,,40.56,96.58,60.7,96.55,1.7,77.97,86.3,F,7.2,No,Yes,Bachelor's,High,7,4.6
S2119,Emma,Williams,student1119@university.com,Female,20,Engineering,62.83,79.37,95.28,67.05,82.77,5.7,59.47,88.53,F,5.7,No,Yes,PhD,Low,8,5.7
S1579,Sara,Davis,student579@university.com,Female,24,Mathematics,89.58,93.21,65.72,68.25,59.65,5.04,51.0,77.67,A,24.4,No,No,PhD,Low,2,4.8
S4144,John,Brown,student3144@university.com,Female,23,Mathematics,88.69,41.47,45.83,,92.11,7.63,60.39,85.52,A,8.5,Yes,Yes,PhD,Medium,8,6.4
S5475,Omar,Jones,student4475@university.com,Female,20,Engineering,81.34,85.31,78.66,99.08,72.24,9.36,78.04,63.89,B,15.9,No,Yes,,Medium,3,7.0
S1427,Maria,Davis,student427@university.com,Female,21,Engineering,51.04,80.24,68.41,56.05,94.94,6.99,52.17,86.76,F,20.2,No,Yes,,Medium,4,5.3
S2568,John,Brown,student1568@university.com,Female,18,Business,69.61,64.84,51.89,55.99,83.92,9.34,54.29,50.49,C,7.5,Yes,Yes,,Medium,2,6.7
S5094,Emma,Brown,student4094@university.com,Male,20,Business,56.43,46.21,68.03,50.74,94.19,8.97,67.92,53.42,D,6.3,No,Yes,,Medium,8,6.0
S3238,Maria,Jones,student2238@university.com,Male,19,CS,80.85,42.52,45.2,94.01,80.71,9.3,97.21,66.24,C,11.3,No,Yes,High School,Low,9,5.7
S3285,Liam,Johnson,student2285@university.com,Male,19,Engineering,70.54,62.02,87.87,59.47,63.82,4.16,96.18,84.61,F,19.8,No,Yes,,Low,2,8.3
S4935,Sara,Brown,student3935@university.com,Male,24,CS,,80.05,67.9,78.46,75.44,3.96,50.74,88.14,F,29.6,No,Yes,,Medium,7,5.5
S5474,Omar,Williams,student4474@university.com,Male,19,Engineering,99.04,76.24,43.98,88.48,63.52,1.24,52.72,62.19,B,26.5,No,Yes,High School,Low,7,6.6
S2258,Liam,Jones,student1258@university.com,Male,24,CS,85.0,87.73,60.04,53.3,83.41,7.07,64.15,54.47,F,21.2,No,Yes,PhD,Low,9,6.8
S3834,Omar,Williams,student2834@university.com,Female,21,Engineering,55.89,81.59,58.63,89.84,56.12,1.64,73.01,82.47,F,25.2,No,Yes,Master's,Low,10,6.5
S2270,Sara,Brown,student1270@university.com,Male,24,CS,63.29,65.47,47.68,53.0,52.82,1.09,93.31,79.59,B,23.7,Yes,Yes,PhD,Medium,8,4.3
S4082,Liam,Jones,student3082@university.com,Male,24,CS,,45.65,54.32,59.27,82.52,7.12,76.32,85.48,C,23.5,Yes,Yes,Bachelor's,Medium,1,7.2
S5572,Ali,Jones,student4572@university.com,Male,23,CS,96.69,84.01,49.78,91.15,57.49,5.59,62.67,92.75,A,26.5,Yes,Yes,,Medium,8,4.9
S5852,Ahmed,Jones,student4852@university.com,Female,24,CS,62.27,84.37,72.5,62.27,58.3,4.7,93.69,59.94,D,28.3,No,Yes,Master's,Low,1,8.6
S3410,John,Davis,student2410@university.com,Male,20,Engineering,64.73,97.04,48.05,67.01,90.82,4.92,96.42,65.41,A,24.4,Yes,Yes,High School,High,3,7.3
S3638,Emma,Williams,student2638@university.com,Male,22,CS,52.93,78.65,56.09,64.97,76.6,4.65,51.85,94.2,C,14.2,No,Yes,PhD,Low,3,8.0
S3465,John,Smith,student2465@university.com,Male,23,Business,,83.11,49.95,86.05,63.09,4.92,62.83,65.4,C,9.9,No,Yes,PhD,Low,5,6.5
S3656,Omar,Smith,student2656@university.com,Male,18,Engineering,50.25,77.08,63.9,,55.37,1.57,63.97,59.41,F,14.1,Yes,Yes,High School,Medium,1,6.1
S4477,John,Brown,student3477@university.com,Male,21,CS,73.33,99.96,77.39,70.68,57.62,9.0,66.07,55.55,D,22.1,No,Yes,Bachelor's,Low,6,4.7
S4179,Ali,Williams,student3179@university.com,Male,21,Business,85.65,89.14,98.73,63.82,96.87,6.42,70.26,67.34,A,10.0,No,Yes,,Low,8,5.2
S2969,Ali,Davis,student1969@university.com,Male,21,Engineering,62.02,53.92,45.31,87.6,97.97,1.13,64.72,56.23,B,29.5,Yes,Yes,PhD,High,4,8.5
S1252,Maria,Jones,student252@university.com,Female,18,Engineering,54.11,59.1,78.62,84.32,67.23,8.84,51.72,72.6,C,20.0,No,Yes,Bachelor's,Medium,7,5.7
S3686,Omar,Williams,student2686@university.com,Male,19,Business,73.25,98.28,63.53,97.34,84.66,3.17,70.42,85.87,F,13.3,No,Yes,,Low,10,5.5
S5571,Sara,Smith,student4571@university.com,Female,23,CS,89.12,60.84,93.52,82.33,69.38,6.07,58.78,74.97,B,12.0,No,Yes,,Low,9,7.4
S2719,Ali,Brown,student1719@university.com,Female,20,Business,78.77,78.24,63.69,91.15,61.06,9.65,62.42,57.3,B,10.0,Yes,Yes,,Low,10,5.5
S4186,John,Smith,student3186@university.com,Male,18,Engineering,78.42,85.5,40.18,81.33,51.13,2.22,52.3,90.53,B,22.7,Yes,Yes,High School,Low,6,8.8
S2888,Omar,Brown,student1888@university.com,Female,23,CS,52.33,91.89,80.87,72.59,63.21,5.54,89.71,68.03,D,25.8,No,Yes,Bachelor's,Low,1,5.8
S5171,John,Jones,student4171@university.com,Female,19,Engineering,71.81,62.87,89.87,,93.09,2.15,66.13,89.72,B,8.5,No,Yes,,Medium,1,7.4
S4967,Maria,Jones,student3967@university.com,Female,24,CS,80.41,98.58,51.51,63.21,58.88,5.39,95.6,54.08,B,13.0,Yes,Yes,,Low,9,7.8
S4670,Maria,Johnson,student3670@university.com,Male,22,CS,55.77,47.88,46.09,83.82,78.39,4.43,75.8,83.33,D,26.0,No,Yes,High School,Medium,7,7.1
S5477,Liam,Johnson,student4477@university.com,Female,19,CS,66.46,42.6,97.19,61.13,77.64,1.48,82.08,55.52,B,10.2,Yes,Yes,Master's,Low,6,8.3
S1855,Ahmed,Williams,student855@university.com,Male,18,Business,95.81,60.27,75.93,78.31,65.38,0.3,89.27,83.44,B,20.5,No,Yes,Bachelor's,Low,9,6.5
S3490,John,Smith,student2490@university.com,Male,21,CS,53.87,81.67,80.01,74.84,72.49,7.37,63.98,92.94,D,15.3,Yes,Yes,PhD,Low,5,6.3
S4070,Ali,Williams,student3070@university.com,Male,18,Business,97.57,58.3,41.78,67.43,51.88,4.57,86.52,61.18,B,14.7,No,Yes,High School,Medium,6,4.2
S5038,Liam,Davis,student4038@university.com,Female,22,Engineering,76.11,55.75,79.35,79.27,90.29,5.46,63.44,83.29,D,11.1,No,Yes,Master's,Low,9,7.4
S1532,Ali,Smith,student532@university.com,Female,22,Business,71.36,90.37,77.88,85.29,57.14,5.51,94.42,88.79,B,27.5,No,Yes,Bachelor's,High,2,4.0
S1790,Emma,Smith,student790@university.com,Male,24,CS,64.57,62.47,95.59,85.52,71.98,9.2,54.19,96.87,F,20.4,No,Yes,,High,9,6.9
S5362,Omar,Williams,student4362@university.com,Female,21,CS,67.26,46.84,85.28,88.55,87.22,8.93,79.19,54.75,B,20.7,Yes,Yes,Bachelor's,High,1,4.0
S2915,Sara,Williams,student1915@university.com,Female,22,CS,,93.95,43.01,88.66,86.33,8.65,72.01,83.33,A,8.1,Yes,Yes,,Medium,6,6.1
S4073,Omar,Davis,student3073@university.com,Female,20,CS,79.03,68.64,40.59,82.41,88.15,4.41,56.84,81.08,A,9.1,No,Yes,Bachelor's,High,5,8.6
S2267,Maria,Williams,student1267@university.com,Female,24,CS,50.4,57.41,92.83,,83.55,3.45,54.77,92.46,D,29.6,No,Yes,PhD,Low,1,8.5
S5199,Omar,Smith,student4199@university.com,Male,19,Business,77.4,40.2,76.92,74.89,70.15,1.79,94.08,84.09,F,28.3,No,Yes,,Medium,1,5.4
S5961,Ali,Davis,student4961@university.com,Male,23,Engineering,58.05,56.36,63.97,82.97,75.35,8.45,73.1,91.2,D,19.5,Yes,Yes,,Low,4,5.4
S1249,John,Davis,student249@university.com,Male,22,Engineering,,97.89,93.9,91.11,81.2,4.93,94.99,81.13,B,8.3,No,Yes,PhD,Medium,5,7.8
S2717,John,Smith,student1717@university.com,Male,21,Engineering,68.59,75.14,76.07,80.47,78.98,3.91,51.84,56.8,A,22.6,No,Yes,,Medium,6,5.2
S3318,John,Williams,student2318@university.com,Male,23,CS,74.93,61.76,96.77,53.53,91.24,8.03,95.47,89.22,C,29.2,Yes,Yes,,Medium,4,6.0
S1085,John,Johnson,student85@university.com,Female,20,CS,70.76,89.16,79.82,74.65,55.95,5.65,88.44,56.82,C,13.7,No,Yes,,Low,8,8.7
S2917,Emma,Smith,student1917@university.com,Female,18,CS,65.47,63.59,65.87,64.46,57.61,2.33,57.12,52.64,D,6.9,No,Yes,,Low,4,4.6
S1570,Emma,Brown,student570@university.com,Male,21,Engineering,,94.22,48.84,58.89,77.41,9.36,94.49,57.39,F,15.8,No,No,,Low,3,4.3
S4989,Maria,Jones,student3989@university.com,Female,23,CS,67.27,78.0,74.17,59.45,61.91,6.07,93.26,97.31,C,23.1,Yes,Yes,Master's,Medium,2,6.1
S4406,Emma,Davis,student3406@university.com,Female,21,Business,70.78,64.76,93.78,51.85,62.11,9.98,59.07,53.64,A,20.9,No,Yes,High School,Medium,9,7.2
S5203,Sara,Johnson,student4203@university.com,Male,23,CS,52.1,43.32,87.73,61.93,51.63,1.54,70.89,74.56,F,28.8,Yes,No,,High,9,6.8
S4823,John,Johnson,student3823@university.com,Female,20,Engineering,59.79,64.05,85.99,53.07,81.93,9.35,71.04,75.77,C,21.9,Yes,Yes,,Medium,5,8.5
S5111,Sara,Williams,student4111@university.com,Male,23,Business,67.44,66.78,58.68,82.16,74.83,8.72,71.68,71.2,F,19.5,No,Yes,Bachelor's,Medium,2,4.6
S5488,Sara,Williams,student4488@university.com,Female,22,CS,71.78,49.59,77.63,90.32,55.19,4.01,51.01,69.07,D,9.9,No,Yes,,Medium,8,6.2
S3119,Liam,Jones,student2119@university.com,Male,24,Engineering,88.38,86.81,95.19,71.18,62.26,5.81,63.91,70.64,B,11.7,No,No,PhD,High,4,4.7
S1271,Liam,Davis,student271@university.com,Male,20,Engineering,71.63,81.59,81.15,90.55,61.42,4.68,93.44,93.33,B,29.6,Yes,Yes,,Low,1,4.3
S2260,Omar,Brown,student1260@university.com,Female,18,Business,,80.08,87.61,,83.73,8.11,56.23,53.87,C,10.6,No,Yes,Master's,Low,4,4.9
S1886,Ali,Jones,student886@university.com,Female,22,CS,87.3,62.3,96.3,52.61,93.06,3.44,51.41,88.6,A,29.7,No,Yes,PhD,Medium,4,6.0
S2794,Liam,Williams,student1794@university.com,Male,22,Engineering,66.49,52.09,94.99,68.9,51.44,0.36,61.23,79.96,F,27.7,Yes,Yes,Master's,Low,10,7.1
S5327,Maria,Brown,student4327@university.com,Female,19,CS,74.1,46.65,99.56,69.81,74.78,3.62,80.52,98.17,B,25.5,No,Yes,High School,High,4,7.6
S4303,Omar,Davis,student3303@university.com,Male,19,CS,64.57,42.38,73.27,81.72,77.79,3.86,53.14,57.91,B,7.7,No,Yes,Master's,High,8,7.6
S2050,Sara,Davis,student1050@university.com,Female,22,CS,62.39,95.9,58.37,60.73,67.39,6.66,86.42,75.65,F,28.0,No,Yes,High School,Low,2,6.4
S2441,Sara,Jones,student1441@university.com,Female,21,CS,56.36,52.94,78.56,,79.66,8.89,63.87,79.33,F,20.1,Yes,Yes,,Low,2,8.4
S3458,Ali,Smith,student2458@university.com,Male,24,Business,80.9,75.87,64.94,57.47,83.17,3.35,85.79,89.11,F,13.6,Yes,Yes,Master's,Low,6,8.1
S2069,Ahmed,Davis,student1069@university.com,Female,20,Engineering,94.16,47.64,83.46,85.24,81.52,7.63,72.11,81.04,A,5.8,No,Yes,,Low,3,6.6
S5595,Maria,Brown,student4595@university.com,Male,18,CS,60.48,72.94,53.65,92.62,72.35,8.51,67.56,69.97,F,13.9,No,Yes,,Low,10,4.5
S1851,Sara,Davis,student851@university.com,Male,22,Business,61.83,59.59,63.16,74.38,77.78,2.38,94.92,75.4,A,17.5,Yes,Yes,High School,Medium,10,5.2
S5082,Omar,Brown,student4082@university.com,Female,18,Engineering,68.44,76.94,61.49,99.46,72.59,6.54,63.68,52.52,F,7.7,No,Yes,PhD,Low,7,7.3
S3634,Sara,Smith,student2634@university.com,Female,19,Engineering,65.75,50.77,63.87,,56.14,4.63,87.9,96.82,C,7.0,No,Yes,High School,Medium,4,4.2
S5805,John,Williams,student4805@university.com,Male,20,Business,84.49,93.44,94.15,,53.44,6.65,81.89,99.38,F,11.7,Yes,Yes,,Low,8,6.1
S3719,Sara,Williams,student2719@university.com,Male,23,CS,97.11,42.35,75.3,,96.69,8.21,82.17,84.83,B,26.1,No,Yes,,Medium,10,8.5
S2820,Omar,Brown,student1820@university.com,Male,21,Engineering,,72.39,80.51,92.19,61.64,9.08,91.07,53.8,B,17.4,Yes,No,Bachelor's,Medium,5,4.2
S4987,Ali,Brown,student3987@university.com,Female,19,Engineering,,40.44,57.28,93.6,81.38,5.24,54.4,68.26,A,5.5,No,Yes,,Low,9,6.8
S5107,Emma,Smith,student4107@university.com,Female,19,Mathematics,82.56,84.76,59.59,,98.27,7.12,97.86,50.54,D,18.9,No,Yes,High School,High,3,7.8
S4705,Omar,Jones,student3705@university.com,Male,24,Engineering,97.51,54.41,96.47,83.56,67.67,0.72,55.37,64.1,B,12.9,No,Yes,High School,Medium,9,8.4
S1364,Omar,Williams,student364@university.com,Male,21,Business,52.17,75.02,94.09,82.66,99.0,4.84,88.51,92.29,C,28.1,Yes,No,,Low,5,7.2
S3841,Ali,Jones,student2841@university.com,Male,23,Business,59.41,83.61,69.27,96.56,91.55,1.03,56.44,54.81,D,19.0,No,No,PhD,High,9,8.5
S5335,Ahmed,Davis,student4335@university.com,Male,21,Mathematics,56.65,76.86,65.14,89.9,56.89,0.87,93.93,74.91,D,11.7,No,Yes,High School,Medium,6,7.6
S3512,Emma,Brown,student2512@university.com,Female,23,Mathematics,72.7,97.23,80.11,67.3,60.64,0.8,90.16,59.53,C,23.5,No,Yes,,Medium,6,7.1
S3186,Ahmed,Smith,student2186@university.com,Male,21,CS,74.48,48.82,90.04,93.96,71.98,0.57,98.87,56.83,C,11.5,Yes,Yes,Master's,Medium,1,8.3
S1696,Omar,Brown,student696@university.com,Female,24,Business,83.08,49.06,89.22,,76.62,2.0,68.17,94.64,F,14.8,No,Yes,Bachelor's,Low,9,4.7
S2600,Liam,Williams,student1600@university.com,Male,19,Mathematics,55.73,49.04,77.64,90.18,55.02,0.62,84.85,54.96,C,13.2,No,Yes,,High,5,7.7
S3404,John,Smith,student2404@university.com,Female,23,Business,98.78,67.22,93.95,94.29,90.29,1.86,88.85,86.07,A,16.5,No,Yes,,Medium,5,5.9
S5621,Omar,Jones,student4621@university.com,Male,20,Engineering,97.03,85.99,56.58,80.21,58.67,3.39,87.34,80.87,A,17.4,No,Yes,Bachelor's,High,10,5.2
S2561,Maria,Davis,student1561@university.com,Female,24,Business,64.24,55.71,83.9,81.23,52.25,8.26,73.04,86.19,F,17.6,No,Yes,,High,9,7.9
S3869,Omar,Davis,student2869@university.com,Male,22,Mathematics,61.12,67.09,95.92,75.11,72.59,2.45,85.34,95.82,D,13.3,No,Yes,PhD,Low,2,4.1
S5861,Sara,Smith,student4861@university.com,Female,23,Business,53.63,46.4,86.05,79.84,81.08,0.49,90.3,60.21,D,28.8,No,Yes,,Low,9,9.0
S2645,John,Johnson,student1645@university.com,Female,22,Engineering,,47.65,95.76,98.61,72.63,4.76,78.67,59.49,D,20.7,Yes,Yes,Bachelor's,High,9,6.7
S2777,John,Williams,student1777@university.com,Female,19,CS,70.12,51.05,55.72,65.31,83.18,1.74,70.63,80.42,A,6.9,No,Yes,Master's,Low,1,4.3
S4510,Sara,Davis,student3510@university.com,Male,24,Engineering,69.64,90.27,80.46,78.57,79.95,2.22,90.66,57.23,F,7.3,No,Yes,,High,8,6.6
S2934,Omar,Smith,student1934@university.com,Female,22,Mathematics,65.79,60.42,54.22,67.84,69.69,6.74,83.84,50.37,F,21.0,No,Yes,,High,8,5.3
S4902,Maria,Johnson,student3902@university.com,Male,18,Engineering,84.77,95.25,85.96,,56.39,0.29,67.48,58.83,B,15.9,No,Yes,High School,High,9,8.5
S1153,John,Jones,student153@university.com,Female,22,Engineering,74.08,84.71,90.41,52.12,68.44,6.31,72.44,64.27,D,8.5,Yes,Yes,,Medium,8,7.9
S5685,John,Jones,student4685@university.com,Male,24,CS,55.61,52.76,93.64,92.8,91.55,8.98,67.75,51.74,D,6.7,No,Yes,,High,9,7.6
S5610,Ali,Jones,student4610@university.com,Male,20,Business,60.44,63.79,90.8,96.43,60.26,6.62,68.56,57.87,D,29.0,No,Yes,,High,8,4.5
S5734,Ali,Smith,student4734@university.com,Female,22,Engineering,65.83,91.29,80.41,98.89,67.93,1.66,85.02,52.4,D,22.4,No,Yes,,High,5,6.6
S1884,Liam,Davis,student884@university.com,Male,23,Engineering,86.53,79.19,85.29,67.22,95.73,1.97,80.46,52.04,A,21.2,No,No,Bachelor's,Medium,1,5.1
S4547,Liam,Jones,student3547@university.com,Male,18,Business,96.35,40.43,44.49,60.84,82.74,4.7,51.31,78.01,B,15.5,Yes,Yes,,Low,3,6.7
S4830,Maria,Johnson,student3830@university.com,Female,23,Engineering,87.2,97.17,41.62,58.91,71.91,1.71,80.49,71.27,A,9.5,No,Yes,Bachelor's,Low,1,4.1
S4210,Ali,Williams,student3210@university.com,Male,19,Mathematics,72.76,56.89,52.32,74.67,65.97,0.12,62.55,94.77,A,20.2,No,Yes,Master's,Low,9,5.2
S4509,Ahmed,Brown,student3509@university.com,Female,21,Engineering,71.85,47.53,48.06,97.03,87.56,7.83,60.86,52.74,D,12.1,No,Yes,High School,Low,2,4.4
S3267,Liam,Jones,student2267@university.com,Female,19,CS,57.4,89.2,57.08,97.76,63.48,2.3,57.08,88.56,F,19.4,No,Yes,PhD,Low,8,7.4
S3419,Maria,Davis,student2419@university.com,Male,21,Engineering,,66.7,62.37,85.13,76.85,2.85,58.1,80.87,F,19.8,Yes,Yes,,High,3,7.3
S1762,Ahmed,Brown,student762@university.com,Female,21,CS,64.83,94.91,78.8,99.47,97.43,0.65,82.77,84.68,B,13.4,No,Yes,,High,9,7.3
S1550,Ali,Smith,student550@university.com,Female,19,Mathematics,77.46,40.73,49.51,97.33,83.87,4.08,86.53,53.39,B,28.4,Yes,Yes,,High,4,7.2
S1146,John,Johnson,student146@university.com,Female,24,Mathematics,79.4,71.72,44.76,75.77,51.79,3.01,86.67,55.17,F,27.5,No,Yes,Bachelor's,Low,7,6.7
S1021,Ahmed,Jones,student21@university.com,Male,22,Business,72.01,96.94,64.64,82.97,83.0,2.87,80.02,66.63,C,19.8,No,Yes,,Low,8,7.5
S5847,Ahmed,Johnson,student4847@university.com,Male,24,Engineering,62.65,98.65,64.07,57.78,65.84,1.31,63.59,50.05,B,14.3,Yes,No,Master's,Medium,10,6.2
S4530,Maria,Smith,student3530@university.com,Male,20,Engineering,99.17,83.37,86.48,75.63,57.2,3.18,62.15,90.29,B,24.5,No,No,,High,5,4.3
S5766,Omar,Williams,student4766@university.com,Male,20,Engineering,84.89,90.61,51.74,95.29,88.34,5.11,89.44,76.58,D,20.5,Yes,Yes,Bachelor's,Medium,4,4.4
S1779,John,Smith,student779@university.com,Male,22,Business,72.47,87.63,58.34,89.97,87.27,2.63,52.03,62.48,A,13.2,No,Yes,,High,3,8.7
S5952,Ahmed,Johnson,student4952@university.com,Male,20,Engineering,52.46,82.54,69.26,62.33,70.1,3.06,94.93,89.39,D,6.4,No,Yes,,Low,6,8.8
S1857,John,Williams,student857@university.com,Male,21,Engineering,82.14,77.02,92.62,,60.98,2.81,70.53,93.61,C,11.4,No,Yes,PhD,Low,9,5.6
S2045,John,Jones,student1045@university.com,Male,21,CS,71.21,47.47,41.55,73.97,76.4,0.89,74.38,99.68,C,17.1,No,Yes,,Low,10,7.2
S5788,Liam,Brown,student4788@university.com,Female,23,CS,91.28,48.7,41.51,68.36,73.96,0.53,52.66,78.41,A,24.3,No,No,High School,Low,8,4.9
S4063,Emma,Jones,student3063@university.com,Female,24,Business,61.86,73.46,61.5,,64.67,6.99,60.34,69.83,A,20.2,No,Yes,Bachelor's,Medium,9,8.9
S2220,Ali,Williams,student1220@university.com,Female,19,CS,61.49,94.25,76.08,95.79,76.43,1.03,83.48,80.24,B,10.9,No,Yes,Master's,Medium,9,4.2
S4151,Emma,Johnson,student3151@university.com,Female,19,Business,76.74,83.03,57.58,78.86,82.61,3.26,98.55,92.47,C,14.0,No,Yes,,High,3,8.6
S2028,Ahmed,Jones,student1028@university.com,Male,19,Business,,76.87,44.82,80.65,79.64,5.74,54.68,52.12,F,22.0,No,Yes,Bachelor's,Medium,8,4.3
S3430,Maria,Smith,student2430@university.com,Female,22,Engineering,89.35,70.84,95.09,84.57,88.45,4.76,93.98,57.75,B,10.1,No,Yes,PhD,Medium,2,5.8
S3589,Omar,Smith,student2589@university.com,Male,23,CS,53.55,85.27,89.51,93.85,75.29,8.61,77.75,51.79,D,20.3,No,Yes,,High,6,8.7
S2970,Ali,Davis,student1970@university.com,Male,22,Engineering,78.74,63.94,71.15,68.58,57.37,6.86,75.15,78.67,A,5.3,No,Yes,Master's,Low,3,4.9
S1710,Omar,Smith,student710@university.com,Female,19,CS,58.34,86.02,45.11,98.83,95.01,0.67,89.89,94.47,F,17.4,No,Yes,Master's,Low,5,5.7
S4159,John,Davis,student3159@university.com,Female,23,CS,77.28,71.84,96.54,64.42,98.7,4.93,52.4,72.74,B,22.1,No,Yes,Bachelor's,Medium,5,5.4
S4240,Emma,Davis,student3240@university.com,Female,19,Mathematics,92.63,63.23,42.49,86.91,71.01,2.09,58.55,62.87,A,27.9,No,Yes,,Medium,8,6.8
S3057,John,Jones,student2057@university.com,Female,18,CS,63.21,59.93,53.03,99.7,96.81,8.42,82.02,67.11,C,26.7,No,No,PhD,Low,3,7.6
S3636,John,Johnson,student2636@university.com,Female,24,CS,63.74,41.01,57.01,66.67,54.91,3.93,61.09,89.1,F,13.6,No,Yes,,Low,3,7.9
S1921,Omar,Williams,student921@university.com,Female,20,Engineering,83.49,60.95,78.08,62.07,97.15,4.32,81.39,50.22,F,27.9,Yes,Yes,Master's,Medium,10,7.6
S2427,John,Smith,student1427@university.com,Female,20,CS,,68.33,44.31,74.58,54.15,7.22,93.62,76.93,F,29.8,No,Yes,,Low,1,9.0
S4453,Maria,Williams,student3453@university.com,Female,23,Business,76.86,81.21,70.42,,89.55,4.76,65.05,76.6,B,19.5,No,Yes,Master's,Medium,7,7.9
S1654,Emma,Williams,student654@university.com,Male,21,Engineering,61.37,97.74,79.0,85.09,89.91,0.72,55.39,71.21,C,21.4,No,Yes,,Low,2,5.2
S2340,Omar,Williams,student1340@university.com,Male,21,CS,,73.17,62.87,98.55,93.44,2.59,97.21,62.72,C,14.3,No,Yes,Master's,Medium,8,7.3
S5001,Omar,Brown,student4001@university.com,Male,24,CS,,98.53,59.43,69.06,53.08,0.81,70.37,99.63,B,10.5,No,Yes,Bachelor's,High,4,6.8
S5886,John,Jones,student4886@university.com,Female,19,CS,95.63,89.6,53.29,,54.32,0.96,77.6,94.46,B,21.4,Yes,Yes,,Medium,2,5.4
S5524,Sara,Williams,student4524@university.com,Male,20,CS,70.17,98.39,90.63,60.24,60.65,7.4,82.43,88.49,C,8.2,Yes,Yes,,Medium,4,5.6
S5890,Sara,Johnson,student4890@university.com,Male,21,Business,50.32,44.48,44.79,53.52,66.38,2.7,56.88,99.32,D,6.5,Yes,No,,Medium,5,5.1
S3101,Ahmed,Williams,student2101@university.com,Male,19,CS,65.36,51.44,77.43,99.26,60.81,0.95,65.64,83.86,C,24.4,No,Yes,,Medium,7,6.4
